payment_id,payment_datetime,method,order_datetime,type,order_id,table_id,menu_item_id,menu_item_name,Menu_Category,menu_category_id,price,Items_Sold,Revenue,recipe_id,recipe_name,inventory_used,total,table_status
P00140,04/05/2025,Cash,04/05/2025,Dine-in,O00140,T10,M020,Menu Item M020,Appetizer,2,12.8,1,12.8,R005,Recipe R005,Tomato - 100g; Milk - 200ml; Flour - 100g,12.8,dirty
P00141,04/05/2025,Credit Card,04/05/2025,Takeout,O00141,T99,M001,Menu Item M001,Appetizer,2,9.59,4,38.36,R006,Recipe R006,Milk - 200ml; Cheese - 50g,38.36,reserved
P00142,04/05/2025,Cash,04/05/2025,Dine-in,O00142,T10,M002,Menu Item M002,Dessert,1,5.99,1,5.99,R007,Recipe R007,Chicken - 200g; Lettuce - 30g,5.99,reserved
P00143,04/05/2025,Cash,04/05/2025,Dine-in,O00143,T10,M003,Menu Item M003,Main Course,3,24.44,1,24.44,R008,Recipe R008,Chicken - 200g; Flour - 100g,24.44,available
P00144,05/05/2025,Online,05/05/2025,Delivery,O00144,T21,M004,Menu Item M004,Dessert,1,5.8,2,11.61,R009,Recipe R009,Rice - 150g; Sugar - 10g; Milk - 200ml,11.61,available
P00145,05/05/2025,Cash,05/05/2025,Dine-in,O00145,T10,M005,Menu Item M005,Appetizer,2,13.62,4,54.47,R010,Recipe R010,Cheese - 50g; Butter - 20g,54.47,dirty
P00146,05/05/2025,Credit Card,05/05/2025,Takeout,O00146,T77,M006,Menu Item M006,Beverage,4,5.29,1,5.29,R011,Recipe R011,Cheese - 50g,5.29,reserved
P00147,05/05/2025,Cash,05/05/2025,Dine-in,O00147,T10,M007,Menu Item M007,Dessert,1,3.14,3,9.41,R012,Recipe R012,Tomato - 100g; Beef - 250g; Butter - 20g,9.41,reserved
P00148,05/05/2025,Online,05/05/2025,Delivery,O00148,T56,M008,Menu Item M008,Dessert,1,3.7,3,11.09,R013,Recipe R013,Cheese - 50g; Milk - 200ml,11.09,reserved
P00149,05/05/2025,Online,05/05/2025,Delivery,O00149,T18,M009,Menu Item M009,Beverage,4,3.02,2,6.05,R014,Recipe R014,Rice - 150g,6.05,dirty
P00150,05/05/2025,Cash,05/05/2025,Dine-in,O00150,T10,M010,Menu Item M010,Beverage,4,2.13,2,4.27,R015,Recipe R015,Cheese - 50g,4.27,dirty
P00151,05/05/2025,Cash,05/05/2025,Dine-in,O00151,T10,M011,Menu Item M011,Beverage,4,3.71,1,3.71,R001,Recipe R001,Butter - 20g; Tomato - 100g; Flour - 100g,3.71,available
P00152,05/05/2025,Cash,05/05/2025,Dine-in,O00152,T10,M012,Menu Item M012,Main Course,3,21.7,3,65.1,R002,Recipe R002,Lettuce - 30g; Butter - 20g; Cheese - 50g,65.1,dirty
P00153,05/05/2025,Credit Card,05/05/2025,Takeout,O00153,T75,M013,Menu Item M013,Main Course,3,38.71,1,38.71,R003,Recipe R003,Chicken - 200g; Milk - 200ml,38.71,reserved
P00154,05/05/2025,Online,05/05/2025,Delivery,O00154,T25,M014,Menu Item M014,Beverage,4,2.11,3,6.34,R004,Recipe R004,Beef - 250g,6.34,reserved
P00155,05/05/2025,Cash,05/05/2025,Dine-in,O00155,T10,M015,Menu Item M015,Beverage,4,6.18,2,12.35,R005,Recipe R005,Milk - 200ml,12.35,dirty
P00156,05/05/2025,Online,05/05/2025,Delivery,O00156,T87,M016,Menu Item M016,Main Course,3,21.81,1,21.81,R006,Recipe R006,Rice - 150g,21.81,reserved
P00157,05/05/2025,Cash,05/05/2025,Dine-in,O00157,T10,M017,Menu Item M017,Beverage,4,6.15,1,6.15,R007,Recipe R007,Sugar - 10g,6.15,reserved
P00158,05/05/2025,Cash,05/05/2025,Dine-in,O00158,T10,M018,Menu Item M018,Main Course,3,37.5,2,75,R008,Recipe R008,Salt - 5g,75,dirty
P00159,05/05/2025,Credit Card,05/05/2025,Takeout,O00159,T84,M019,Menu Item M019,Appetizer,2,6.75,1,6.75,R009,Recipe R009,Flour - 100g; Butter - 20g,6.75,dirty
P00160,05/05/2025,Credit Card,05/05/2025,Takeout,O00160,T07,M020,Menu Item M020,Beverage,4,5.01,2,10.03,R010,Recipe R010,Tomato - 100g; Butter - 20g,10.03,reserved
P00161,05/05/2025,Cash,05/05/2025,Dine-in,O00161,T10,M001,Menu Item M001,Appetizer,2,7.89,3,23.66,R011,Recipe R011,Lettuce - 30g,23.66,reserved
P00162,05/05/2025,Credit Card,05/05/2025,Takeout,O00162,T86,M002,Menu Item M002,Main Course,3,38.42,3,115.26,R012,Recipe R012,Rice - 150g; Flour - 100g; Tomato - 100g,115.26,reserved
P00163,05/05/2025,Cash,05/05/2025,Dine-in,O00163,T10,M003,Menu Item M003,Beverage,4,4.98,3,14.95,R013,Recipe R013,Beef - 250g,14.95,available
P00164,05/05/2025,Cash,05/05/2025,Dine-in,O00164,T10,M004,Menu Item M004,Main Course,3,16.88,2,33.76,R014,Recipe R014,Sugar - 10g; Chicken - 200g,33.76,available
P00165,05/05/2025,Credit Card,05/05/2025,Takeout,O00165,T63,M005,Menu Item M005,Main Course,3,35.48,1,35.48,R015,Recipe R015,Flour - 100g,35.48,available
P00166,05/05/2025,Cash,05/05/2025,Dine-in,O00166,T10,M006,Menu Item M006,Main Course,3,17.29,4,69.16,R001,Recipe R001,Beef - 250g,69.16,dirty
P00167,05/05/2025,Online,05/05/2025,Delivery,O00167,T61,M007,Menu Item M007,Dessert,1,9.11,1,9.11,R002,Recipe R002,Sugar - 10g; Cheese - 50g; Rice - 150g,9.11,available
P00168,05/05/2025,Online,05/05/2025,Delivery,O00168,T03,M008,Menu Item M008,Dessert,1,4.75,1,4.75,R003,Recipe R003,Sugar - 10g,4.75,dirty
P00169,05/05/2025,Cash,05/05/2025,Dine-in,O00169,T10,M009,Menu Item M009,Main Course,3,15.99,1,15.99,R004,Recipe R004,Beef - 250g,15.99,dirty
P00170,05/05/2025,Cash,05/05/2025,Dine-in,O00170,T10,M010,Menu Item M010,Appetizer,2,14.16,2,28.31,R005,Recipe R005,Eggs - 2pcs; Beef - 250g,28.31,available
P00171,05/05/2025,Online,05/05/2025,Delivery,O00171,T56,M011,Menu Item M011,Main Course,3,26.86,3,80.57,R006,Recipe R006,Eggs - 2pcs; Lettuce - 30g,80.57,available
P00172,05/05/2025,Cash,05/05/2025,Dine-in,O00172,T10,M012,Menu Item M012,Main Course,3,29.91,3,89.72,R007,Recipe R007,Tomato - 100g; Lettuce - 30g,89.72,available
P00173,05/05/2025,Cash,05/05/2025,Dine-in,O00173,T10,M013,Menu Item M013,Appetizer,2,8.4,3,25.2,R008,Recipe R008,Beef - 250g; Rice - 150g,25.2,reserved
P00174,05/05/2025,Credit Card,05/05/2025,Takeout,O00174,T68,M014,Menu Item M014,Appetizer,2,8.19,2,16.38,R009,Recipe R009,Chicken - 200g,16.38,available
P00175,05/05/2025,Cash,05/05/2025,Dine-in,O00175,T10,M015,Menu Item M015,Dessert,1,9.12,3,27.37,R010,Recipe R010,Rice - 150g; Eggs - 2pcs,27.37,reserved
P00176,05/05/2025,Online,05/05/2025,Delivery,O00176,T69,M016,Menu Item M016,Dessert,1,8.37,3,25.11,R011,Recipe R011,Milk - 200ml,25.11,dirty
P00177,05/05/2025,Credit Card,05/05/2025,Takeout,O00177,T22,M017,Menu Item M017,Appetizer,2,13.74,4,54.95,R012,Recipe R012,Sugar - 10g; Milk - 200ml,54.95,reserved
P00178,05/05/2025,Credit Card,05/05/2025,Takeout,O00178,T18,M018,Menu Item M018,Appetizer,2,7.39,1,7.39,R013,Recipe R013,Butter - 20g; Chicken - 200g; Rice - 150g,7.39,available
P00179,05/05/2025,Cash,05/05/2025,Dine-in,O00179,T10,M019,Menu Item M019,Main Course,3,15.45,1,15.45,R014,Recipe R014,Butter - 20g; Salt - 5g; Rice - 150g,15.45,dirty
P00180,05/05/2025,Cash,05/05/2025,Dine-in,O00180,T10,M020,Menu Item M020,Beverage,4,2.45,4,9.79,R015,Recipe R015,Cheese - 50g; Milk - 200ml; Lettuce - 30g,9.79,dirty
P00181,05/05/2025,Credit Card,05/05/2025,Takeout,O00181,T63,M001,Menu Item M001,Beverage,4,2.84,3,8.51,R001,Recipe R001,Cheese - 50g; Eggs - 2pcs; Tomato - 100g,8.51,dirty
P00182,05/05/2025,Online,05/05/2025,Delivery,O00182,T05,M002,Menu Item M002,Dessert,1,7.26,4,29.02,R002,Recipe R002,Chicken - 200g; Rice - 150g; Sugar - 10g,29.02,reserved
P00183,05/05/2025,Cash,05/05/2025,Dine-in,O00183,T10,M003,Menu Item M003,Main Course,3,19.66,1,19.66,R003,Recipe R003,Sugar - 10g; Salt - 5g,19.66,available
P00184,05/05/2025,Cash,05/05/2025,Dine-in,O00184,T10,M004,Menu Item M004,Dessert,1,9.96,3,29.89,R004,Recipe R004,Eggs - 2pcs,29.89,dirty
P00185,05/05/2025,Cash,05/05/2025,Dine-in,O00185,T10,M005,Menu Item M005,Main Course,3,18.84,2,37.69,R005,Recipe R005,Cheese - 50g; Milk - 200ml; Beef - 250g,37.69,dirty
P00186,05/05/2025,Cash,05/05/2025,Dine-in,O00186,T10,M006,Menu Item M006,Dessert,1,3.64,1,3.64,R006,Recipe R006,Rice - 150g; Tomato - 100g; Flour - 100g,3.64,dirty
P00187,05/05/2025,Cash,05/05/2025,Dine-in,O00187,T10,M007,Menu Item M007,Beverage,4,6.05,1,6.05,R007,Recipe R007,Tomato - 100g,6.05,reserved
P00188,05/05/2025,Credit Card,05/05/2025,Takeout,O00188,T16,M008,Menu Item M008,Appetizer,2,5.87,3,17.61,R008,Recipe R008,Salt - 5g; Chicken - 200g; Flour - 100g,17.61,reserved
P00189,05/05/2025,Online,05/05/2025,Delivery,O00189,T41,M009,Menu Item M009,Main Course,3,20.5,2,41.01,R009,Recipe R009,Sugar - 10g; Flour - 100g,41.01,available
P00190,05/05/2025,Online,05/05/2025,Delivery,O00190,T11,M010,Menu Item M010,Beverage,4,3.74,1,3.74,R010,Recipe R010,Milk - 200ml; Salt - 5g; Lettuce - 30g,3.74,reserved
P00191,05/05/2025,Credit Card,05/05/2025,Takeout,O00191,T70,M011,Menu Item M011,Dessert,1,8.58,1,8.58,R011,Recipe R011,Butter - 20g; Sugar - 10g; Lettuce - 30g,8.58,dirty
P00192,05/05/2025,Online,05/05/2025,Delivery,O00192,T38,M012,Menu Item M012,Dessert,1,7.88,4,31.53,R012,Recipe R012,Tomato - 100g,31.53,available
P00193,05/05/2025,Credit Card,05/05/2025,Takeout,O00193,T79,M013,Menu Item M013,Main Course,3,37.02,4,148.09,R013,Recipe R013,Tomato - 100g; Butter - 20g; Lettuce - 30g,148.09,dirty
P00194,06/05/2025,Cash,06/05/2025,Dine-in,O00194,T10,M014,Menu Item M014,Beverage,4,4.78,3,14.34,R014,Recipe R014,Lettuce - 30g; Beef - 250g,14.34,dirty
P00195,06/05/2025,Online,06/05/2025,Delivery,O00195,T98,M015,Menu Item M015,Beverage,4,4.8,3,14.4,R015,Recipe R015,Eggs - 2pcs; Sugar - 10g; Cheese - 50g,14.4,reserved
P00196,06/05/2025,Cash,06/05/2025,Dine-in,O00196,T10,M016,Menu Item M016,Main Course,3,35.47,4,141.87,R001,Recipe R001,Eggs - 2pcs; Cheese - 50g; Beef - 250g,141.87,available
P00197,06/05/2025,Cash,06/05/2025,Dine-in,O00197,T10,M017,Menu Item M017,Appetizer,2,13.4,4,53.6,R002,Recipe R002,Butter - 20g; Lettuce - 30g,53.6,reserved
P00198,06/05/2025,Online,06/05/2025,Delivery,O00198,T89,M018,Menu Item M018,Beverage,4,5.86,4,23.42,R003,Recipe R003,Flour - 100g; Salt - 5g,23.42,reserved
P00199,06/05/2025,Online,06/05/2025,Delivery,O00199,T56,M019,Menu Item M019,Main Course,3,16.87,1,16.87,R004,Recipe R004,Cheese - 50g,16.87,available
P00200,06/05/2025,Credit Card,06/05/2025,Takeout,O00200,T47,M020,Menu Item M020,Beverage,4,2.33,4,9.31,R005,Recipe R005,Chicken - 200g; Beef - 250g; Eggs - 2pcs,9.31,dirty
P00201,06/05/2025,Online,06/05/2025,Delivery,O00201,T91,M001,Menu Item M001,Dessert,1,3.01,3,9.02,R006,Recipe R006,Tomato - 100g; Beef - 250g; Eggs - 2pcs,9.02,dirty
P00202,06/05/2025,Credit Card,06/05/2025,Takeout,O00202,T40,M002,Menu Item M002,Beverage,4,6.13,1,6.13,R007,Recipe R007,Sugar - 10g; Lettuce - 30g; Salt - 5g,6.13,available
P00203,06/05/2025,Cash,06/05/2025,Dine-in,O00203,T10,M003,Menu Item M003,Beverage,4,6.34,2,12.68,R008,Recipe R008,Sugar - 10g; Eggs - 2pcs; Tomato - 100g,12.68,dirty
P00204,06/05/2025,Online,06/05/2025,Delivery,O00204,T27,M004,Menu Item M004,Beverage,4,6.82,4,27.29,R009,Recipe R009,Chicken - 200g; Beef - 250g; Flour - 100g,27.29,available
P00205,06/05/2025,Online,06/05/2025,Delivery,O00205,T86,M005,Menu Item M005,Appetizer,2,8.12,3,24.36,R010,Recipe R010,Flour - 100g; Cheese - 50g,24.36,available
P00206,06/05/2025,Cash,06/05/2025,Dine-in,O00206,T10,M006,Menu Item M006,Appetizer,2,12.15,1,12.15,R011,Recipe R011,Sugar - 10g,12.15,reserved
P00207,06/05/2025,Cash,06/05/2025,Dine-in,O00207,T10,M007,Menu Item M007,Appetizer,2,5.91,1,5.91,R012,Recipe R012,Lettuce - 30g,5.91,available
P00208,06/05/2025,Cash,06/05/2025,Dine-in,O00208,T10,M008,Menu Item M008,Appetizer,2,7.94,4,31.77,R013,Recipe R013,Cheese - 50g,31.77,reserved
P00209,06/05/2025,Credit Card,06/05/2025,Takeout,O00209,T73,M009,Menu Item M009,Main Course,3,30.18,2,60.37,R014,Recipe R014,Sugar - 10g; Cheese - 50g,60.37,dirty
P00210,06/05/2025,Cash,06/05/2025,Dine-in,O00210,T10,M010,Menu Item M010,Beverage,4,4.17,3,12.5,R015,Recipe R015,Cheese - 50g; Lettuce - 30g; Salt - 5g,12.5,dirty
P00211,06/05/2025,Online,06/05/2025,Delivery,O00211,T73,M011,Menu Item M011,Appetizer,2,9.64,4,38.58,R001,Recipe R001,Chicken - 200g; Rice - 150g; Eggs - 2pcs,38.58,dirty
P00212,06/05/2025,Online,06/05/2025,Delivery,O00212,T60,M012,Menu Item M012,Dessert,1,9.35,1,9.35,R002,Recipe R002,Salt - 5g; Chicken - 200g,9.35,dirty
P00213,06/05/2025,Online,06/05/2025,Delivery,O00213,T89,M013,Menu Item M013,Appetizer,2,6.03,1,6.03,R003,Recipe R003,Beef - 250g; Tomato - 100g,6.03,reserved
P00214,06/05/2025,Cash,06/05/2025,Dine-in,O00214,T10,M014,Menu Item M014,Appetizer,2,12.76,2,25.52,R004,Recipe R004,Tomato - 100g,25.52,dirty
P00215,06/05/2025,Online,06/05/2025,Delivery,O00215,T51,M015,Menu Item M015,Main Course,3,23.95,1,23.95,R005,Recipe R005,Salt - 5g; Cheese - 50g,23.95,available
P00216,06/05/2025,Cash,06/05/2025,Dine-in,O00216,T10,M016,Menu Item M016,Main Course,3,16.03,2,32.06,R006,Recipe R006,Milk - 200ml; Eggs - 2pcs; Butter - 20g,32.06,available
P00217,06/05/2025,Cash,06/05/2025,Dine-in,O00217,T10,M017,Menu Item M017,Dessert,1,7.29,2,14.58,R007,Recipe R007,Sugar - 10g; Butter - 20g; Beef - 250g,14.58,available
P00218,06/05/2025,Online,06/05/2025,Delivery,O00218,T60,M018,Menu Item M018,Beverage,4,4.42,2,8.84,R008,Recipe R008,Lettuce - 30g; Salt - 5g,8.84,reserved
P00219,06/05/2025,Credit Card,06/05/2025,Takeout,O00219,T25,M019,Menu Item M019,Beverage,4,2.2,4,8.82,R009,Recipe R009,Chicken - 200g; Sugar - 10g; Salt - 5g,8.82,dirty
P00220,06/05/2025,Cash,06/05/2025,Dine-in,O00220,T10,M020,Menu Item M020,Main Course,3,29.83,3,89.5,R010,Recipe R010,Beef - 250g; Milk - 200ml; Chicken - 200g,89.5,dirty
P00221,06/05/2025,Credit Card,06/05/2025,Takeout,O00221,T51,M001,Menu Item M001,Dessert,1,9.1,3,27.31,R011,Recipe R011,Lettuce - 30g; Salt - 5g; Beef - 250g,27.31,dirty
P00222,06/05/2025,Cash,06/05/2025,Dine-in,O00222,T10,M002,Menu Item M002,Beverage,4,4.71,2,9.42,R012,Recipe R012,Milk - 200ml,9.42,reserved
P00223,06/05/2025,Credit Card,06/05/2025,Takeout,O00223,T59,M003,Menu Item M003,Beverage,4,3.02,2,6.04,R013,Recipe R013,Flour - 100g,6.04,available
P00224,06/05/2025,Online,06/05/2025,Delivery,O00224,T62,M004,Menu Item M004,Appetizer,2,14.61,2,29.22,R014,Recipe R014,Flour - 100g,29.22,available
P00225,06/05/2025,Online,06/05/2025,Delivery,O00225,T93,M005,Menu Item M005,Main Course,3,28.58,4,114.33,R015,Recipe R015,Butter - 20g,114.33,dirty
P00226,06/05/2025,Cash,06/05/2025,Dine-in,O00226,T10,M006,Menu Item M006,Main Course,3,29.94,4,119.77,R001,Recipe R001,Chicken - 200g,119.77,available
P00227,06/05/2025,Online,06/05/2025,Delivery,O00227,T01,M007,Menu Item M007,Main Course,3,24.6,2,49.19,R002,Recipe R002,Milk - 200ml; Rice - 150g; Chicken - 200g,49.19,available
P00228,06/05/2025,Cash,06/05/2025,Dine-in,O00228,T10,M008,Menu Item M008,Main Course,3,30.05,4,120.19,R003,Recipe R003,Rice - 150g; Butter - 20g,120.19,reserved
P00229,06/05/2025,Credit Card,06/05/2025,Takeout,O00229,T56,M009,Menu Item M009,Appetizer,2,5.69,1,5.69,R004,Recipe R004,Cheese - 50g; Flour - 100g,5.69,reserved
P00230,06/05/2025,Credit Card,06/05/2025,Takeout,O00230,T07,M010,Menu Item M010,Dessert,1,7.56,1,7.56,R005,Recipe R005,Chicken - 200g; Beef - 250g,7.56,reserved
P00231,06/05/2025,Cash,06/05/2025,Dine-in,O00231,T10,M011,Menu Item M011,Dessert,1,7.19,1,7.19,R006,Recipe R006,Lettuce - 30g,7.19,reserved
P00232,06/05/2025,Cash,06/05/2025,Dine-in,O00232,T10,M012,Menu Item M012,Dessert,1,5.32,3,15.95,R007,Recipe R007,Beef - 250g,15.95,dirty
P00233,06/05/2025,Credit Card,06/05/2025,Takeout,O00233,T05,M013,Menu Item M013,Appetizer,2,9.49,1,9.49,R008,Recipe R008,Chicken - 200g; Cheese - 50g,9.49,reserved
P00234,06/05/2025,Cash,06/05/2025,Dine-in,O00234,T10,M014,Menu Item M014,Beverage,4,5.91,1,5.91,R009,Recipe R009,Milk - 200ml,5.91,available
P00235,06/05/2025,Online,06/05/2025,Delivery,O00235,T96,M015,Menu Item M015,Beverage,4,2.17,4,8.68,R010,Recipe R010,Eggs - 2pcs; Tomato - 100g; Flour - 100g,8.68,dirty
P00236,06/05/2025,Online,06/05/2025,Delivery,O00236,T16,M016,Menu Item M016,Appetizer,2,7.31,3,21.93,R011,Recipe R011,Salt - 5g; Flour - 100g,21.93,available
P00237,06/05/2025,Cash,06/05/2025,Dine-in,O00237,T10,M017,Menu Item M017,Dessert,1,7.82,1,7.82,R012,Recipe R012,Milk - 200ml; Eggs - 2pcs; Flour - 100g,7.82,available
P00238,06/05/2025,Credit Card,06/05/2025,Takeout,O00238,T71,M018,Menu Item M018,Dessert,1,9.81,3,29.44,R013,Recipe R013,Chicken - 200g; Lettuce - 30g; Eggs - 2pcs,29.44,available
P00239,06/05/2025,Cash,06/05/2025,Dine-in,O00239,T10,M019,Menu Item M019,Dessert,1,3.88,2,7.76,R014,Recipe R014,Rice - 150g; Lettuce - 30g,7.76,reserved
P00240,06/05/2025,Cash,06/05/2025,Dine-in,O00240,T10,M020,Menu Item M020,Main Course,3,19.06,2,38.12,R015,Recipe R015,Sugar - 10g; Butter - 20g,38.12,reserved
P00241,06/05/2025,Cash,06/05/2025,Dine-in,O00241,T10,M001,Menu Item M001,Main Course,3,21.38,1,21.38,R001,Recipe R001,Beef - 250g,21.38,dirty
P00242,06/05/2025,Cash,06/05/2025,Dine-in,O00242,T10,M002,Menu Item M002,Main Course,3,35.77,2,71.54,R002,Recipe R002,Salt - 5g; Eggs - 2pcs; Milk - 200ml,71.54,dirty
P00243,06/05/2025,Cash,06/05/2025,Dine-in,O00243,T10,M003,Menu Item M003,Appetizer,2,14.18,2,28.37,R003,Recipe R003,Beef - 250g; Chicken - 200g; Rice - 150g,28.37,reserved
P00244,06/05/2025,Credit Card,06/05/2025,Takeout,O00244,T01,M004,Menu Item M004,Appetizer,2,8.48,2,16.97,R004,Recipe R004,Sugar - 10g; Lettuce - 30g,16.97,available
P00245,06/05/2025,Online,06/05/2025,Delivery,O00245,T17,M005,Menu Item M005,Appetizer,2,12.52,4,50.1,R005,Recipe R005,Eggs - 2pcs; Cheese - 50g; Lettuce - 30g,50.1,dirty
P00246,06/05/2025,Credit Card,06/05/2025,Takeout,O00246,T12,M006,Menu Item M006,Main Course,3,25.96,2,51.91,R006,Recipe R006,Cheese - 50g; Rice - 150g,51.91,reserved
P00247,06/05/2025,Cash,06/05/2025,Dine-in,O00247,T10,M007,Menu Item M007,Appetizer,2,8.76,3,26.27,R007,Recipe R007,Sugar - 10g,26.27,reserved
P00248,06/05/2025,Credit Card,06/05/2025,Takeout,O00248,T66,M008,Menu Item M008,Main Course,3,24.51,3,73.53,R008,Recipe R008,Sugar - 10g; Eggs - 2pcs,73.53,reserved
P00249,06/05/2025,Credit Card,06/05/2025,Takeout,O00249,T54,M009,Menu Item M009,Dessert,1,4.18,4,16.72,R009,Recipe R009,Cheese - 50g; Eggs - 2pcs; Beef - 250g,16.72,available
P00250,06/05/2025,Online,06/05/2025,Delivery,O00250,T100,M010,Menu Item M010,Appetizer,2,10.42,3,31.27,R010,Recipe R010,Lettuce - 30g,31.27,reserved
P00251,06/05/2025,Online,06/05/2025,Delivery,O00251,T80,M011,Menu Item M011,Appetizer,2,6.49,4,25.96,R011,Recipe R011,Eggs - 2pcs; Cheese - 50g,25.96,reserved
P00252,06/05/2025,Cash,06/05/2025,Dine-in,O00252,T10,M012,Menu Item M012,Dessert,1,6.65,2,13.3,R012,Recipe R012,Chicken - 200g; Rice - 150g; Tomato - 100g,13.3,reserved
P00253,06/05/2025,Credit Card,06/05/2025,Takeout,O00253,T09,M013,Menu Item M013,Beverage,4,3.9,3,11.7,R013,Recipe R013,Lettuce - 30g; Cheese - 50g,11.7,reserved
P00254,06/05/2025,Cash,06/05/2025,Dine-in,O00254,T10,M014,Menu Item M014,Appetizer,2,6.94,2,13.89,R014,Recipe R014,Butter - 20g,13.89,dirty
P00255,06/05/2025,Credit Card,06/05/2025,Takeout,O00255,T02,M015,Menu Item M015,Appetizer,2,10.32,3,30.97,R015,Recipe R015,Rice - 150g; Beef - 250g,30.97,dirty
P00256,06/05/2025,Cash,06/05/2025,Dine-in,O00256,T10,M016,Menu Item M016,Appetizer,2,13.23,4,52.93,R001,Recipe R001,Cheese - 50g; Rice - 150g; Eggs - 2pcs,52.93,reserved
P00257,06/05/2025,Online,06/05/2025,Delivery,O00257,T83,M017,Menu Item M017,Dessert,1,4.3,3,12.89,R002,Recipe R002,Salt - 5g; Tomato - 100g,12.89,available
P00258,06/05/2025,Credit Card,06/05/2025,Takeout,O00258,T35,M018,Menu Item M018,Main Course,3,24.34,3,73.01,R003,Recipe R003,Milk - 200ml; Flour - 100g,73.01,dirty
P00259,06/05/2025,Cash,06/05/2025,Dine-in,O00259,T10,M019,Menu Item M019,Main Course,3,29.84,2,59.68,R004,Recipe R004,Butter - 20g,59.68,reserved
P00260,06/05/2025,Cash,06/05/2025,Dine-in,O00260,T10,M020,Menu Item M020,Appetizer,2,14.06,1,14.06,R005,Recipe R005,Cheese - 50g; Butter - 20g; Lettuce - 30g,14.06,dirty
P00261,06/05/2025,Cash,06/05/2025,Dine-in,O00261,T10,M001,Menu Item M001,Beverage,4,5.83,3,17.5,R006,Recipe R006,Sugar - 10g,17.5,dirty
P00262,06/05/2025,Cash,06/05/2025,Dine-in,O00262,T10,M002,Menu Item M002,Dessert,1,9.09,2,18.17,R007,Recipe R007,Rice - 150g; Butter - 20g,18.17,available
P00263,06/05/2025,Credit Card,06/05/2025,Takeout,O00263,T26,M003,Menu Item M003,Main Course,3,20.76,4,83.02,R008,Recipe R008,Sugar - 10g; Milk - 200ml,83.02,reserved
P00264,06/05/2025,Cash,06/05/2025,Dine-in,O00264,T10,M004,Menu Item M004,Appetizer,2,5.58,1,5.58,R009,Recipe R009,Chicken - 200g; Tomato - 100g,5.58,reserved
P00265,06/05/2025,Credit Card,06/05/2025,Takeout,O00265,T89,M005,Menu Item M005,Main Course,3,33.12,2,66.23,R010,Recipe R010,Beef - 250g,66.23,available
P00266,07/05/2025,Cash,07/05/2025,Dine-in,O00266,T10,M006,Menu Item M006,Main Course,3,21.86,2,43.71,R011,Recipe R011,Rice - 150g; Sugar - 10g; Milk - 200ml,43.71,available
P00267,07/05/2025,Online,07/05/2025,Delivery,O00267,T78,M007,Menu Item M007,Dessert,1,5.48,1,5.48,R012,Recipe R012,Butter - 20g,5.48,reserved
P00268,07/05/2025,Credit Card,07/05/2025,Takeout,O00268,T45,M008,Menu Item M008,Main Course,3,20.84,4,83.37,R013,Recipe R013,Milk - 200ml,83.37,reserved
P00269,07/05/2025,Credit Card,07/05/2025,Takeout,O00269,T84,M009,Menu Item M009,Main Course,3,23.32,4,93.3,R014,Recipe R014,Chicken - 200g; Rice - 150g,93.3,available
P00270,07/05/2025,Credit Card,07/05/2025,Takeout,O00270,T52,M010,Menu Item M010,Appetizer,2,12.31,3,36.92,R015,Recipe R015,Cheese - 50g,36.92,dirty
P00271,07/05/2025,Online,07/05/2025,Delivery,O00271,T03,M011,Menu Item M011,Appetizer,2,11.9,1,11.9,R001,Recipe R001,Beef - 250g,11.9,dirty
P00272,07/05/2025,Credit Card,07/05/2025,Takeout,O00272,T76,M012,Menu Item M012,Beverage,4,6.64,4,26.54,R002,Recipe R002,Chicken - 200g,26.54,available
P00273,07/05/2025,Cash,07/05/2025,Dine-in,O00273,T10,M013,Menu Item M013,Beverage,4,4.7,3,14.1,R003,Recipe R003,Rice - 150g; Cheese - 50g; Chicken - 200g,14.1,dirty
P00274,07/05/2025,Online,07/05/2025,Delivery,O00274,T81,M014,Menu Item M014,Appetizer,2,11.24,4,44.94,R004,Recipe R004,Milk - 200ml,44.94,available
P00275,07/05/2025,Online,07/05/2025,Delivery,O00275,T12,M015,Menu Item M015,Main Course,3,15.9,4,63.62,R005,Recipe R005,Sugar - 10g; Milk - 200ml,63.62,dirty
P00276,07/05/2025,Cash,07/05/2025,Dine-in,O00276,T10,M016,Menu Item M016,Appetizer,2,14.37,2,28.74,R006,Recipe R006,Tomato - 100g; Sugar - 10g; Salt - 5g,28.74,dirty
P00277,07/05/2025,Credit Card,07/05/2025,Takeout,O00277,T93,M017,Menu Item M017,Beverage,4,6.96,2,13.92,R007,Recipe R007,Eggs - 2pcs,13.92,reserved
P00278,07/05/2025,Online,07/05/2025,Delivery,O00278,T20,M018,Menu Item M018,Main Course,3,17.91,4,71.64,R008,Recipe R008,Flour - 100g; Sugar - 10g,71.64,reserved
P00279,07/05/2025,Online,07/05/2025,Delivery,O00279,T38,M019,Menu Item M019,Main Course,3,34.75,2,69.5,R009,Recipe R009,Tomato - 100g; Butter - 20g,69.5,dirty
P00280,07/05/2025,Credit Card,07/05/2025,Takeout,O00280,T95,M020,Menu Item M020,Main Course,3,23.65,3,70.96,R010,Recipe R010,Eggs - 2pcs,70.96,dirty
